DATA IN NGS FORMAT FROM DATABASE 19MAY09XE_V002                                                 
FORTLEZA  WETTZELL  0847-120 2019 05 10 16 14  38.0000000000              478701                
     792772.46331911   0.03270  1161949.0037285553   0.02221 0      I     478702                
   0.00017    .00000    .00000    .00000   2.657682967716945       0.1    478703                
  1.950   0.653 -0.0025  0.0123 -0.0107  0.0005     -10110.733            478704
  -0.04541  -0.00922    .00000    .00000    .00000    .00000              478705                
    31.500    11.771  1004.863   941.200    67.743    61.502 0 0          478706                
        0.5032527802   0.03252       -0.1005414896   0.01368  0           478708                
FORTLEZA  YEBES40M  0847-120 2019 05 10 16 14  38.0000000000              478801                
    -657847.01660354   0.01781   831433.1729214656   0.00974 4      I     478802                
   0.00028    .00000    .00000    .00000  -1.058208457302558       0.0    478803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            478804
  -0.04541   0.00283    .00000    .00000    .00000    .00000              478805                
    31.500    13.700  1004.863   910.000    67.743    88.000 0 0          478806                
        1.7193388855   0.03453       -0.0720117420   0.01360  0           478808                
HART15M   URUMQI    0847-120 2019 05 10 16 14  38.0000000000              478901                
   17614824.33456023   0.03150   848385.0946999447   0.00718 0      I     478902                
   0.00054    .00000    .00000    .00000   2.206582094893328       0.0    478903                
  0.311   0.929  0.0001  0.0002 -0.0002  0.0091     183275.024            478904
   0.00000   0.00000    .00000    .00000    .00000    .00000              478905                
    15.443     9.680   868.228   793.000    69.457    47.337 0 0          478906                
        0.9846221966   0.01785       -0.0325228162   0.00458  0           478908                
HART15M   WETTZ13N  0847-120 2019 05 10 16 14  38.0000000000              479001                
   10473096.14550306   0.02470  -299649.8748273595   0.01364 0      I     479002                
   0.00020    .00000    .00000    .00000   5.009837442535640       0.0    479003                
  0.311   0.598  0.0001  0.0079 -0.0002  0.0001     -11839.684            479004
   0.00000   0.00000    .00000    .00000    .00000    .00000              479005                
    15.443    11.781   868.228   941.219    69.457    61.381 0 0          479006                
        0.7591237624   0.02569       -0.0118378898   0.00886  0           479008                
HART15M   WETTZELL  0847-120 2019 05 10 16 14  38.0000000000              479101                
   10470646.26437061   0.01190  -299651.0089557710   0.00818 0      I     479102                
   0.00047    .00000    .00000    .00000   3.567561275206332       0.0    479103                
  0.311   0.653  0.0001  0.0123 -0.0002  0.0005     -23104.945            479104
   0.00000  -0.00922    .00000    .00000    .00000    .00000              479105                
    15.443    11.771   868.228   941.200    69.457    61.502 0 0          479106                
        1.1805354354   0.01402       -0.0050430343   0.00611  0           479108                
HART15M   YEBES40M  0847-120 2019 05 10 16 14  38.0000000000              479201                
    9020023.55207718   0.00565  -630166.3453128737   0.00312 0      I     479202                
   0.00088    .00000    .00000    .00000  -2.052013689963729       0.0    479203                
  0.311   0.731  0.0001 -0.0154 -0.0002 -0.0030     -40664.633            479204
   0.00000   0.00283    .00000    .00000    .00000    .00000              479205                
    15.443    13.700   868.228   910.000    69.457    88.000 0 0          479206                
        2.4014625040   0.01252        0.0157914193   0.00500  0           479208                
URUMQI    WETTZ13N  0847-120 2019 05 10 16 14  38.0000000000              479301                
   -7141707.93803535   0.04992 -1148034.7052067784   0.00922 0      I     479302                
   0.00031    .00000    .00000    .00000  -4.663692014588155       0.0    479303                
  0.929   0.598  0.0002  0.0079  0.0091  0.0001    -195114.709            479304
   0.00000   0.00000    .00000    .00000    .00000    .00000              479305                
     9.680    11.781   793.000   941.219    47.337    61.381 0 0          479306                
       -0.1940899872   0.02655        0.0281374780   0.00512  0           479308                
URUMQI    WETTZELL  0847-120 2019 05 10 16 14  38.0000000000              479401                
   -7144157.72070941   0.02454 -1148035.8984751464   0.00696 0      I     479402                
   0.00077    .00000    .00000    .00000  -6.227907670329466       0.0    479403                
  0.929   0.653  0.0002  0.0123  0.0091  0.0005    -206379.970            479404
   0.00000  -0.00922    .00000    .00000    .00000    .00000              479405                
     9.680    11.771   793.000   941.200    47.337    61.502 0 0          479406                
        0.2691408461   0.01451        0.0275373696   0.00484  0           479408                
URUMQI    YEBES40M  0847-120 2019 05 10 16 14  38.0000000000              479501                
   -8594774.76430814   0.01298 -1478550.9596875361   0.00296 0      I     479502                
   0.00131    .00000    .00000    .00000  -0.720649659920733       0.0    479503                
  0.929   0.731  0.0002 -0.0154  0.0091 -0.0030    -223939.658            479504
   0.00000   0.00283    .00000    .00000    .00000    .00000              479505                
     9.680    13.700   793.000   910.000    47.337    88.000 0 0          479506                
        1.5590757590   0.01232        0.0597620350   0.00451  0           479508                
WETTZ13N  WETTZELL  0847-120 2019 05 10 16 14  38.0000000000              479601                
      -2449.94458249   0.01974       -1.1582112407   0.01356 1      I     479602                
   0.00028    .00000    .00000    .00000  -1.258442684654991       0.0    479603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            479604
   0.00000  -0.00922    .00000    .00000    .00000    .00000              479605                
    11.781    11.771   941.219   941.200    61.381    61.502 0 0          479606                
        0.8751468446   0.00955        0.1131545573   0.00246  0           479608                
WETTZ13N  YEBES40M  0847-120 2019 05 10 16 14  38.0000000000              479701                
   -1453069.16900460   0.00981  -330516.6020570620   0.00542 0      I     479702                
   0.00051    .00000    .00000    .00000  -4.006449157586955       0.0    479703                
  0.598   0.731  0.0079 -0.0154  0.0001 -0.0030     -28824.949            479704
   0.00000   0.00283    .00000    .00000    .00000    .00000              479705                
    11.781    13.700   941.219   910.000    61.381    88.000 0 0          479706                
        1.6436469116   0.01853        0.0314728436   0.00736  0           479708                
