DATA IN NGS FORMAT FROM DATABASE 19JAN28XA_V002                                                 
   0.00000   0.00000    .00000    .00000    .00000    .00000              436405                
    24.478    -0.219   864.700   933.800    54.125    80.700 0 0          436406                
        0.2063744695   0.01013        0.0052900136   0.01206  0           436408                
HART15M   WETTZELL  0202+319 2019 01 29 15 16  46.0000000000              436501                
   -8410989.71377780   0.00743  -181340.6671535138   0.01412 0      I     436502                
   0.00124    .00000    .00000    .00000  -0.933191686250968       0.0    436503                
  0.987   0.108  0.0028  0.0005 -0.0007 -0.0004      -6660.198            436504
   0.00000  -0.00448    .00000    .00000    .00000    .00000              436505                
    24.478    -0.220   864.700   933.800    54.125    80.700 0 0          436506                
        0.7152362427   0.00820        0.0160717057   0.00978  0           436508                
ISHIOKA   NYALES20  0202+319 2019 01 29 15 16  46.0000000000              436601                
  -11914911.47783940   0.00883 -1110269.3608776133   0.01020 0      I     436602                
   0.00081    .00000    .00000    .00000   1.744107660002310       0.0    436603                
  0.659   0.095 -0.0303 -0.0022  0.0579  0.0004    -147837.328            436604
   0.00000  -0.01491    .00000    .00000    .00000    .00000              436605                
     1.722    -3.971  1009.856  1005.651    61.901    71.856 0 0          436606                
        0.0110854138   0.00975        0.0554946995   0.00707  0           436608                
ISHIOKA   ONSALA60  0202+319 2019 01 29 15 16  46.0000000000              436701                
  -16007416.76414440   0.01112 -1279594.5962668729   0.01285 0      I     436702                
   0.00065    .00000    .00000    .00000  -6.059646489497169       0.0    436703                
  0.659   0.075 -0.0303  0.0017  0.0579 -0.0003     -21754.002            436704
   0.00000   0.01330    .00000    .00000    .00000    .00000              436705                
     1.722    -2.400  1009.856   997.900    61.901    80.263 0 0          436706                
        1.1327955926   0.01357       -0.0043274789   0.00997  0           436708                
ISHIOKA   WETTZ13N  0202+319 2019 01 29 15 16  46.0000000000              436801                
  -17004823.19279169   0.00971 -1322597.3175228862   0.01122 0      I     436802                
   0.00074    .00000    .00000    .00000   0.019725992582325       0.0    436803                
  0.659   0.123 -0.0303 -0.0001  0.0579 -0.0007        587.271            436804
   0.00000   0.00000    .00000    .00000    .00000    .00000              436805                
     1.722    -0.219  1009.856   933.800    61.901    80.700 0 0          436806                
        0.6659372614   0.01024       -0.0021709940   0.00738  0           436808                
ISHIOKA   WETTZELL  0202+319 2019 01 29 15 16  46.0000000000              436901                
  -17007270.04411256   0.00777 -1322593.9829078142   0.00898 0      I     436902                
   0.00092    .00000    .00000    .00000  -4.023847855304552       0.0    436903                
  0.659   0.108 -0.0303  0.0005  0.0579 -0.0004      -1987.677            436904
   0.00000  -0.00448    .00000    .00000    .00000    .00000              436905                
     1.722    -0.220  1009.856   933.800    61.901    80.700 0 0          436906                
        1.1496741615   0.00823        0.0223377647   0.00594  0           436908                
NYALES20  ONSALA60  0202+319 2019 01 29 15 16  46.0000000000              437001                
   -4092507.25883751   0.00428  -169324.9707709185   0.00356 0      I     437002                
   0.00142    .00000    .00000    .00000  -3.879267502885240       0.0    437003                
  0.095   0.075 -0.0022  0.0017  0.0004 -0.0003     126083.326            437004
  -0.01491   0.01330    .00000    .00000    .00000    .00000              437005                
    -3.971    -2.400  1005.651   997.900    71.856    80.263 0 0          437006                
        1.1011886906   0.00800       -0.0373145244   0.00435  0           437008                
NYALES20  WETTZ13N  0202+319 2019 01 29 15 16  46.0000000000              437101                
   -5089914.21038370   0.00361  -212327.6077217119   0.00270 0      I     437102                
   0.00160    .00000    .00000    .00000  -5.004942552452074       0.0    437103                
  0.095   0.123 -0.0022 -0.0001  0.0004 -0.0007     148424.599            437104
  -0.01491   0.00000    .00000    .00000    .00000    .00000              437105                
    -3.971    -0.219  1005.651   933.800    71.856    80.700 0 0          437106                
        0.6445558411   0.00512       -0.0128641137   0.00247  0           437108                
NYALES20  WETTZELL  0202+319 2019 01 29 15 16  46.0000000000              437201                
   -5092361.06177771   0.00290  -212324.2461245544   0.00217 0      I     437202                
   0.00199    .00000    .00000    .00000  -2.819286245824043       0.0    437203                
  0.095   0.108 -0.0022  0.0005  0.0004 -0.0004     145849.651            437204
  -0.01491  -0.00448    .00000    .00000    .00000    .00000              437205                
    -3.971    -0.220  1005.651   933.800    71.856    80.700 0 0          437206                
        1.1254154770   0.00415       -0.0216504889   0.00200  0           437208                
ONSALA60  WETTZ13N  0202+319 2019 01 29 15 16  46.0000000000              437301                
    -997407.12226138   0.00374   -43002.6424628210   0.00310 0      I     437302                
   0.00163    .00000    .00000    .00000  -4.122277756561662       0.0    437303                
  0.075   0.123  0.0017 -0.0001 -0.0003 -0.0007      22341.273            437304
   0.01330   0.00000    .00000    .00000    .00000    .00000              437305                
    -2.400    -0.219   997.900   933.800    80.263    80.700 0 0          437306                
       -0.4657039795   0.00718        0.0050337364   0.00391  0           437308                
ONSALA60  WETTZELL  0202+319 2019 01 29 15 16  46.0000000000              437401                
    -999853.97336553   0.00301   -42999.2881725700   0.00250 0      I     437402                
   0.00203    .00000    .00000    .00000  -1.919713972279100       0.0    437403                
  0.075   0.108  0.0017  0.0005 -0.0003 -0.0004      19766.325            437404
   0.01330  -0.00448    .00000    .00000    .00000    .00000              437405                
    -2.400    -0.220   997.900   933.800    80.263    80.700 0 0          437406                
        0.0256553029   0.00566        0.0088143738   0.00308  0           437408                
WETTZ13N  WETTZELL  0202+319 2019 01 29 15 16  46.0000000000              437501                
      -2446.85890149   0.00162        3.3622314057   0.00064 0      I     437502                
   0.00260    .00000    .00000    .00000  -4.071762917005039       0.0    437503                
  0.123   0.108 -0.0001  0.0005 -0.0007 -0.0004      -2574.948            437504
   0.00000  -0.00448    .00000    .00000    .00000    .00000              437505                
