DATA IN NGS FORMAT FROM DATABASE 19JAN02XA_V002                                                 
  0.670   0.346  0.0009  0.0027  0.0005  0.0002     -65208.797            456704
   0.00000   0.02050    .00000    .00000    .00000    .00000              456705                
    23.282     1.464   863.500  1032.200    65.582    61.180 0 0          456706                
        0.9031509360   0.01440            -0.07337   0.01348  0           456708                
HART15M   WETTZ13N  2318+049 2019 01 03 15 28  50.0000000000              456801                
    2394350.32614342   0.02644  -341380.9100057621   0.04492 0      I     456802                
   0.00033    .00000    .00000    .00000   3.629349009341152       0.0    456803                
  0.670   0.118  0.0009 -0.0012  0.0005 -0.0001     -22576.783            456804
   0.00000   0.00000    .00000    .00000    .00000    .00000              456805                
    23.282    -2.681   863.500   957.800    65.582    80.732 0 0          456806                
        0.4142665780   0.01237            -0.05763   0.00808  0           456808                
NYALES20  ONSALA60  2318+049 2019 01 03 15 28  50.0000000000              456901                
   -6939808.95058309   0.01079   -30836.0619831012   0.02050 0      I     456902                
   0.00086    .00000    .00000    .00000  -4.803458969653257       0.0    456903                
  0.267   0.346  0.0421  0.0027  0.0015  0.0002     266409.266            456904
  -0.09740   0.02050    .00000    .00000    .00000    .00000              456905                
    -7.258     1.464   999.400  1032.200    77.857    61.180 0 0          456906                
        1.1050548488   0.01133            -0.03104   0.01342  0           456908                
NYALES20  WETTZ13N  2318+049 2019 01 03 15 28  50.0000000000              457001                
   -9199617.59274956   0.00844   -24379.7194108884   0.01355 0      I     457002                
   0.00101    .00000    .00000    .00000  -4.669756032390265       0.0    457003                
  0.267   0.118  0.0421 -0.0012  0.0015 -0.0001     309041.281            457004
  -0.09740   0.00000    .00000    .00000    .00000    .00000              457005                
    -7.258    -2.681   999.400   957.800    77.857    80.732 0 0          457006                
        0.6330355667   0.00775            -0.03447   0.00757  0           457008                
ONSALA60  WETTZ13N  2318+049 2019 01 03 15 28  50.0000000000              457101                
   -2259808.57978686   0.00960     6456.4623836312   0.01825 0      I     457102                
   0.00096    .00000    .00000    .00000  -3.830848304790400       0.0    457103                
  0.346   0.118  0.0027 -0.0012  0.0002 -0.0001      42632.015            457104
   0.02050   0.00000    .00000    .00000    .00000    .00000              457105                
     1.464    -2.681  1032.200   957.800    61.180    80.732 0 0          457106                
       -0.4915702249   0.01064             0.02387   0.01270  0           457108                
SEJONG    YARRA12M  0202+319 2019 01 03 15 29  19.0000000000              457201                
    8868936.68678178   0.00969   -13484.6276520140   0.00460 0      I     457202                
   0.00047    .00000    .00000    .00000  -0.166983163114681       0.0    457203                
  0.238   1.825 -0.0025  0.1535 -0.0059 -0.1523     -87627.947            457204
   0.00000   0.00000    .00000    .00000    .00000    .00000              457205                
    -1.800    13.900  1004.867   986.600    43.333    50.000 0 0          457206                
       -0.8315736656   0.08727            -0.05293   0.00890  0           457208                
HART15M   NYALES20  2144+092 2019 01 03 15 31   6.0000000000              457301                
    6251276.36294878   0.01581  -713841.5536375192   0.01935 0      I     457302                
   0.00047    .00000    .00000    .00000   1.010815774649889       0.0    457303                
  0.863   0.217  0.0015  0.0259  0.0022 -0.0065    -331617.890            457304
   0.00000  -0.07365    .00000    .00000    .00000    .00000              457305                
    23.149    -6.812   863.500   999.500    65.475    76.175 0 0          457306                
       -0.2804913800   0.01054             0.00757   0.00707  0           457308                
HART15M   ONSALA60  2144+092 2019 01 03 15 31   6.0000000000              457401                
      57986.93499201   0.01690  -526133.0258855036   0.02050 0      I     457402                
   0.00044    .00000    .00000    .00000   3.873960621781039       0.0    457403                
  0.863   0.328  0.0015  0.0023  0.0022 -0.0008     -65208.982            457404
   0.00000   0.01843    .00000    .00000    .00000    .00000              457405                
    23.149     1.565   863.500  1032.200    65.475    60.370 0 0          457406                
        0.8258631679   0.01347            -0.01005   0.00960  0           457408                
HART15M   WETTZ13N  2144+092 2019 01 03 15 31   6.0000000000              457501                
   -1798588.69345551   0.01445  -448371.0481247092   0.01754 0      I     457502                
   0.00051    .00000    .00000    .00000  -5.057068604468196       0.0    457503                
  0.863   0.126  0.0015 -0.0010  0.0022  0.0005     -22576.844            457504
   0.00000   0.00000    .00000    .00000    .00000    .00000              457505                
    23.149    -2.625   863.500   957.800    65.475    81.351 0 0          457506                
        0.3551456343   0.00957            -0.00641   0.00634  0           457508                
NYALES20  ONSALA60  2144+092 2019 01 03 15 31   6.0000000000              457601                
   -6193290.59917071   0.01144   187708.3996975325   0.01233 0      I     457602                
   0.00061    .00000    .00000    .00000  -2.780261082158349       0.0    457603                
  0.217   0.328  0.0259  0.0023 -0.0065 -0.0008     266408.907            457604
  -0.07365   0.01843    .00000    .00000    .00000    .00000              457605                
    -6.812     1.565   999.500  1032.200    76.175    60.370 0 0          457606                
        1.1179491513   0.01093            -0.00948   0.00722  0           457608                
NYALES20  WETTZ13N  2144+092 2019 01 03 15 31   6.0000000000              457701                
   -8049866.74969259   0.00938   265470.3772799372   0.00975 0      I     457702                
   0.00073    .00000    .00000    .00000   0.329328198164394       0.0    457703                
  0.217   0.126  0.0259 -0.0010 -0.0065  0.0005     309041.045            457704
  -0.07365   0.00000    .00000    .00000    .00000    .00000              457705                
    -6.812    -2.625   999.500   957.800    76.175    81.351 0 0          457706                
        0.6257197137   0.00822            -0.00561   0.00514  0           457708                
ONSALA60  WETTZ13N  2144+092 2019 01 03 15 31   6.0000000000              457801                
